V4,V11,V14,V2,V8,V5,V1,V15,V13,V9,V3,V6,V7,V10,V12,V16,Class
secondary,aug,183,blue-collar,no,no,51,0,1,cellular,single,758,yes,18,73,unknown,1
tertiary,jun,-1,management,no,no,33,0,1,cellular,single,604,no,20,104,unknown,2
secondary,nov,-1,housemaid,no,no,47,0,1,unknown,married,894,no,18,791,unknown,2
secondary,may,-1,blue-collar,no,no,58,0,1,unknown,married,1479,yes,19,383,failure,1
tertiary,may,-1,technician,no,no,42,0,2,cellular,single,476,yes,25,111,unknown,1
primary,may,-1,technician,no,no,35,0,10,cellular,married,-287,yes,19,577,unknown,1
secondary,aug,-1,management,no,no,40,0,1,cellular,married,410,yes,20,108,unknown,1
secondary,jun,-1,blue-collar,no,no,46,0,1,cellular,single,-476,yes,27,173,unknown,1
secondary,aug,-1,blue-collar,no,no,50,0,1,unknown,married,873,no,4,1161,other,1
secondary,jul,-1,services,no,no,55,2,3,unknown,married,-1,no,29,0,unknown,1
tertiary,jun,-1,retired,no,no,50,0,1,cellular,divorced,1030,yes,27,438,unknown,2
secondary,may,-1,blue-collar,yes,no,36,0,7,cellular,married,0,no,13,273,unknown,1
secondary,feb,-1,management,yes,no,33,0,3,cellular,single,1849,no,5,289,unknown,1
tertiary,jun,-1,management,yes,no,33,0,1,cellular,married,588,yes,20,41,other,1
secondary,apr,-1,blue-collar,no,no,38,2,4,cellular,married,534,yes,17,146,failure,1
primary,oct,-1,retired,no,no,46,0,1,unknown,married,691,no,11,792,unknown,1
secondary,jul,-1,blue-collar,no,no,40,0,3,cellular,divorced,523,yes,5,182,unknown,1
primary,nov,-1,blue-collar,no,no,41,0,1,cellular,married,773,no,16,208,unknown,1
secondary,may,-1,management,no,no,48,0,1,cellular,single,627,yes,29,108,unknown,1
secondary,nov,-1,management,no,no,51,0,2,cellular,married,2355,yes,3,210,unknown,1
tertiary,aug,-1,blue-collar,yes,no,50,0,1,cellular,married,273,no,7,1681,failure,1
secondary,jun,-1,management,no,no,56,0,2,unknown,married,737,yes,30,847,unknown,1
tertiary,may,-1,blue-collar,no,no,48,0,1,cellular,married,1584,yes,12,196,unknown,1
secondary,may,-1,student,no,no,37,0,1,cellular,married,2880,no,11,421,unknown,1
secondary,aug,-1,technician,no,no,33,1,1,cellular,married,615,no,29,172,unknown,1
tertiary,jun,-1,technician,no,no,33,0,3,cellular,married,-410,yes,28,139,failure,1
primary,aug,-1,management,no,no,40,0,1,cellular,married,462,no,25,182,unknown,2
secondary,jul,-1,management,no,no,57,0,2,unknown,married,727,no,13,82,failure,1
secondary,may,-1,admin.,no,no,56,0,1,cellular,married,1803,no,21,256,unknown,1
tertiary,nov,-1,retired,yes,no,56,0,1,unknown,single,414,no,29,246,failure,1
primary,may,-1,blue-collar,no,no,40,0,1,cellular,single,959,yes,19,126,unknown,2
tertiary,may,-1,management,no,no,25,0,1,unknown,married,38,no,30,673,unknown,1
tertiary,jul,-1,services,no,no,57,0,2,cellular,married,861,yes,23,152,unknown,2
secondary,jul,-1,technician,no,no,42,0,2,unknown,single,199,yes,9,632,unknown,1
secondary,may,-1,management,no,no,54,0,1,cellular,married,-1,no,18,939,unknown,1
tertiary,aug,-1,management,no,no,54,0,1,cellular,married,1026,no,17,2,unknown,1
secondary,may,-1,entrepreneur,yes,no,47,0,1,cellular,single,4,no,17,138,unknown,1
secondary,jul,-1,management,no,no,50,0,2,unknown,married,-227,no,15,168,unknown,1
tertiary,nov,-1,management,no,no,60,0,1,unknown,single,2017,yes,26,175,unknown,1
tertiary,jul,-1,management,no,no,46,0,2,cellular,single,832,yes,29,54,unknown,2
tertiary,jun,-1,management,no,no,34,0,1,cellular,divorced,290,yes,18,150,unknown,1
tertiary,may,-1,technician,no,no,43,0,2,unknown,married,-9,yes,29,89,unknown,1
secondary,jul,-1,admin.,no,no,37,0,1,cellular,married,914,yes,20,615,unknown,1
tertiary,jun,-1,admin.,yes,no,43,0,1,cellular,married,-287,no,4,173,unknown,1
tertiary,jul,-1,management,no,no,32,1,2,cellular,divorced,2913,no,7,168,failure,1
secondary,may,-1,blue-collar,no,no,32,0,1,cellular,divorced,474,yes,17,674,unknown,1
secondary,may,-1,entrepreneur,no,no,29,0,1,cellular,married,1139,no,8,288,unknown,1
secondary,jun,-1,technician,no,no,26,0,2,unknown,married,-1,yes,5,123,unknown,1
unknown,nov,-1,self-employed,no,no,29,0,2,cellular,married,9,yes,6,863,unknown,1
tertiary,may,-1,entrepreneur,no,no,33,0,4,cellular,married,926,no,20,104,unknown,1
secondary,may,-1,admin.,no,no,43,0,2,unknown,single,105,yes,17,95,unknown,1
secondary,jul,-1,blue-collar,no,no,60,0,1,cellular,married,976,yes,17,123,unknown,1
primary,may,-1,unknown,no,no,38,0,1,cellular,married,2125,yes,7,168,unknown,1
tertiary,jul,-1,admin.,no,no,35,0,8,cellular,single,19985,yes,19,246,unknown,1
primary,may,-1,self-employed,no,no,43,0,1,cellular,married,2209,yes,11,896,unknown,1
tertiary,may,-1,technician,no,no,37,1,2,cellular,married,0,no,28,479,unknown,1
secondary,may,-1,student,no,no,39,0,3,cellular,married,2664,yes,16,69,unknown,1
secondary,jul,-1,blue-collar,yes,no,35,0,3,cellular,divorced,1,yes,29,149,unknown,1
secondary,may,-1,services,no,no,29,1,1,cellular,single,905,no,23,268,unknown,2
secondary,aug,-1,housemaid,no,no,45,0,1,cellular,married,1329,yes,19,104,unknown,2
tertiary,may,-1,management,no,no,30,0,1,cellular,single,8,no,6,138,unknown,1
secondary,jul,-1,blue-collar,no,no,49,0,2,cellular,single,823,yes,19,1865,unknown,1
tertiary,jul,-1,blue-collar,no,no,35,0,3,cellular,married,3269,no,19,140,unknown,1
secondary,jul,-1,management,no,no,33,2,2,cellular,single,534,yes,19,104,unknown,1
tertiary,nov,-1,blue-collar,yes,no,45,0,1,unknown,single,715,no,23,121,failure,1
secondary,jul,-1,blue-collar,no,no,44,0,2,cellular,single,0,no,15,208,unknown,1
tertiary,aug,-1,unemployed,no,no,33,0,2,unknown,single,7,yes,20,127,failure,1
secondary,may,-1,admin.,no,no,39,0,3,unknown,single,-1,yes,10,108,unknown,1
secondary,jun,-1,admin.,no,no,41,0,1,cellular,married,2315,yes,14,104,unknown,1
secondary,jul,555,management,no,no,33,0,1,unknown,married,814,no,15,823,failure,2
secondary,jun,-1,technician,no,no,41,0,1,unknown,single,3990,no,20,150,other,1
secondary,may,-1,blue-collar,no,no,56,0,2,unknown,married,464,no,12,113,unknown,1
tertiary,jul,-1,management,yes,no,47,0,2,telephone,married,486,yes,14,858,unknown,1
secondary,aug,-1,management,no,no,39,0,1,cellular,married,553,yes,14,675,unknown,1
tertiary,jul,-1,management,no,no,44,0,1,cellular,married,1541,yes,19,1371,unknown,1
tertiary,aug,-1,blue-collar,no,no,38,0,1,unknown,single,469,yes,21,126,unknown,1
secondary,jul,-1,management,yes,no,35,0,2,unknown,married,261,yes,20,190,failure,1
secondary,apr,-1,services,no,no,35,0,1,cellular,single,0,yes,24,168,unknown,1
tertiary,jun,-1,entrepreneur,no,no,26,0,2,cellular,divorced,-333,no,19,108,unknown,1
tertiary,jun,-1,blue-collar,no,no,34,0,1,cellular,married,815,yes,28,239,unknown,1
tertiary,apr,-1,entrepreneur,no,no,49,0,2,cellular,single,623,yes,20,124,unknown,1
secondary,may,-1,management,no,no,38,0,2,cellular,married,564,yes,17,126,failure,1
secondary,apr,-1,technician,no,no,35,0,1,cellular,married,61,yes,25,167,unknown,1
secondary,jun,-1,technician,no,no,33,2,1,unknown,single,-8,yes,22,682,unknown,1
secondary,may,-1,management,no,no,25,0,2,cellular,married,238,yes,8,184,unknown,1
secondary,may,-1,retired,no,no,50,0,1,cellular,married,783,no,25,854,unknown,2
tertiary,jul,-1,retired,yes,no,33,0,2,cellular,divorced,0,yes,5,891,unknown,1
secondary,apr,-1,management,no,no,59,0,2,cellular,single,27,no,20,101,unknown,1
tertiary,may,-1,management,no,no,35,0,1,cellular,single,675,yes,28,173,unknown,1
tertiary,jul,374,management,no,no,34,0,3,telephone,single,-59,no,8,9,other,1
secondary,jul,-1,technician,no,no,52,0,3,unknown,married,588,yes,16,49,unknown,2
primary,may,-1,services,no,no,53,1,1,unknown,single,0,yes,17,208,unknown,1
tertiary,jun,-1,blue-collar,no,no,31,0,3,unknown,married,624,no,10,130,unknown,1
tertiary,may,-1,student,no,no,27,0,2,cellular,married,0,yes,17,48,unknown,1
tertiary,may,-1,management,no,no,37,0,1,cellular,single,12,yes,6,441,unknown,1
primary,jan,-1,blue-collar,yes,no,33,0,1,cellular,married,639,no,5,122,unknown,1
tertiary,nov,-1,technician,no,no,50,0,2,unknown,married,629,yes,19,112,unknown,1
tertiary,may,-1,management,yes,no,51,0,3,cellular,married,595,yes,26,564,unknown,1
primary,jun,-1,technician,no,no,45,0,1,cellular,single,-202,no,17,108,failure,1
secondary,may,-1,admin.,no,no,45,0,2,unknown,married,0,no,20,91,unknown,1
tertiary,may,-1,retired,no,no,34,0,3,cellular,divorced,259,yes,6,443,unknown,1
secondary,may,-1,technician,no,no,46,0,1,unknown,married,0,yes,13,185,unknown,1
primary,may,-1,retired,no,no,35,0,3,cellular,married,13,yes,20,761,unknown,1
secondary,jul,-1,blue-collar,no,no,43,0,3,unknown,single,1558,no,7,108,unknown,1
primary,jun,-1,blue-collar,no,no,37,0,2,unknown,married,-1,no,26,163,unknown,1
secondary,may,-1,management,no,no,41,13,1,cellular,single,3990,yes,25,277,unknown,1
secondary,may,-1,management,no,no,43,0,1,cellular,married,888,yes,18,614,unknown,1
secondary,may,-1,services,no,no,33,0,4,cellular,married,916,yes,16,127,unknown,1
secondary,jul,-1,blue-collar,no,no,37,4,4,cellular,married,208,no,28,153,unknown,1
tertiary,aug,-1,management,no,no,35,0,2,cellular,divorced,929,yes,7,1193,unknown,1
tertiary,jun,-1,admin.,yes,no,40,0,1,telephone,single,1438,yes,18,266,unknown,1
secondary,jul,-1,services,no,no,28,0,5,cellular,married,349,no,2,94,unknown,1
tertiary,may,-1,technician,no,no,45,0,1,cellular,divorced,979,yes,26,637,unknown,1
primary,jul,180,entrepreneur,no,no,60,1,1,cellular,married,27,no,12,127,unknown,1
primary,aug,-1,management,no,no,39,0,2,unknown,single,714,yes,21,150,unknown,1
secondary,jun,-1,technician,no,no,53,0,2,cellular,single,1355,no,18,77,unknown,1
tertiary,may,-1,management,no,no,45,0,1,unknown,married,-269,no,14,151,unknown,1
secondary,jul,-1,management,no,no,58,0,1,cellular,married,306,yes,2,1206,other,1
tertiary,jun,-1,technician,no,no,29,0,2,cellular,divorced,468,yes,11,375,unknown,1
primary,may,-1,management,no,no,42,1,4,unknown,married,309,no,21,138,unknown,1
secondary,nov,-1,technician,yes,no,30,0,1,cellular,married,479,no,3,138,failure,1
secondary,may,-1,management,no,no,38,0,2,cellular,single,876,no,5,150,unknown,1
secondary,nov,-1,technician,no,no,33,0,1,cellular,single,126,no,26,48,unknown,2
primary,jul,-1,technician,no,no,39,0,1,unknown,married,-478,no,20,107,unknown,1
secondary,aug,-1,technician,no,no,44,0,2,cellular,single,3269,no,13,541,unknown,1
secondary,jul,-1,entrepreneur,yes,no,50,0,2,unknown,married,-1,yes,29,179,unknown,1
tertiary,may,-1,blue-collar,no,no,31,0,4,unknown,single,1867,yes,28,270,unknown,1
secondary,jul,344,retired,no,no,35,0,1,unknown,married,-297,no,2,210,unknown,1
tertiary,jul,-1,blue-collar,no,no,59,0,1,cellular,married,-355,yes,12,112,other,1
secondary,jun,-1,unemployed,no,no,34,0,1,unknown,single,4,no,27,113,failure,1
tertiary,jul,-1,blue-collar,no,no,39,0,1,cellular,married,155,yes,15,361,unknown,1
secondary,nov,-1,management,no,no,34,0,3,unknown,married,972,yes,20,150,unknown,1
secondary,jul,-1,blue-collar,yes,no,45,0,4,cellular,single,1375,yes,11,173,unknown,1
secondary,feb,-1,management,no,no,47,0,1,unknown,married,596,no,7,150,failure,1
secondary,nov,-1,management,no,no,52,6,2,cellular,divorced,723,yes,16,124,unknown,1
primary,nov,-1,unemployed,yes,no,30,0,1,unknown,single,463,yes,26,210,unknown,1
tertiary,may,-1,management,no,no,36,0,5,cellular,single,929,yes,13,199,unknown,1
primary,aug,-1,retired,no,no,49,0,1,cellular,married,1502,no,5,152,unknown,2
secondary,may,-1,retired,no,no,58,0,1,cellular,married,914,no,20,474,unknown,1
tertiary,apr,-1,technician,no,no,60,0,5,unknown,married,3052,no,25,41,unknown,1
secondary,jul,-1,retired,no,no,43,0,1,cellular,married,3131,no,28,138,failure,1
tertiary,jul,-1,management,no,no,42,0,1,cellular,single,2,yes,2,470,unknown,1
secondary,may,-1,admin.,no,no,32,0,1,cellular,single,1320,yes,18,108,unknown,2
secondary,jul,-1,services,no,no,44,0,3,cellular,single,613,yes,12,171,unknown,1
secondary,feb,-1,management,no,no,40,0,1,cellular,single,628,no,7,859,unknown,1
primary,feb,-1,management,no,no,55,0,2,cellular,married,15,no,15,73,unknown,1
secondary,jul,-1,admin.,no,no,49,0,1,cellular,single,89,yes,10,604,unknown,1
secondary,jul,-1,management,no,no,18,0,2,cellular,single,800,no,18,8,unknown,1
secondary,nov,162,management,no,no,39,0,1,cellular,single,2671,yes,14,815,unknown,1
secondary,jul,-1,management,no,no,42,0,1,unknown,married,167,yes,6,192,unknown,1
tertiary,nov,-1,management,yes,no,33,0,1,cellular,married,-386,no,31,158,unknown,1
secondary,apr,-1,management,yes,no,23,0,3,cellular,married,0,yes,5,172,other,1
secondary,feb,-1,management,no,no,38,1,1,unknown,single,5291,no,6,170,unknown,1
secondary,nov,-1,blue-collar,yes,no,56,0,9,unknown,married,522,yes,14,1697,unknown,1
secondary,may,-1,technician,no,no,37,0,1,cellular,single,8950,yes,16,307,failure,1
tertiary,feb,-1,technician,no,no,51,0,1,cellular,single,531,yes,11,104,unknown,2
tertiary,apr,-1,management,no,no,39,0,2,cellular,married,0,no,15,887,unknown,1
tertiary,may,-1,unemployed,no,no,46,0,1,cellular,married,394,no,6,94,unknown,1
tertiary,nov,-1,blue-collar,no,no,40,0,1,cellular,married,0,yes,10,138,unknown,1
tertiary,jun,-1,admin.,no,no,31,0,4,unknown,single,-342,yes,9,103,unknown,1
tertiary,nov,-1,blue-collar,no,no,48,0,1,cellular,single,422,yes,18,632,unknown,1
tertiary,jun,-1,technician,no,no,39,0,1,cellular,married,0,no,15,114,unknown,1
secondary,jul,-1,management,no,no,38,0,2,cellular,married,17,yes,19,198,unknown,1
secondary,jul,-1,housemaid,no,no,32,0,2,cellular,married,0,no,1,104,unknown,1
primary,aug,-1,blue-collar,no,no,57,0,1,cellular,married,1403,yes,13,123,unknown,1
secondary,may,-1,management,no,no,31,0,3,cellular,single,613,yes,17,613,unknown,1
tertiary,jul,-1,admin.,yes,no,25,0,1,unknown,married,918,no,14,151,unknown,1
secondary,may,-1,blue-collar,yes,no,42,0,1,cellular,married,3058,yes,11,470,unknown,2
primary,feb,-1,admin.,no,no,53,0,1,cellular,divorced,137,no,23,126,unknown,1
secondary,may,-1,management,no,no,47,0,1,unknown,married,541,yes,30,169,unknown,1
tertiary,jun,-1,blue-collar,no,no,47,0,1,unknown,married,9,no,17,245,unknown,1
secondary,may,-1,management,no,no,38,0,1,cellular,married,784,yes,16,536,failure,1
secondary,feb,325,technician,no,no,36,0,2,unknown,single,136,no,30,113,unknown,1
secondary,may,-1,technician,no,no,36,0,1,unknown,married,-1,no,17,110,unknown,1
secondary,may,-1,technician,no,no,55,0,1,cellular,single,499,yes,20,172,unknown,1
secondary,jun,-1,management,no,no,57,0,1,cellular,single,-312,yes,23,787,unknown,1
secondary,nov,-1,services,no,no,58,0,2,cellular,single,715,no,21,145,unknown,1
secondary,apr,-1,management,no,no,35,0,2,cellular,married,489,yes,28,73,unknown,1
secondary,nov,-1,blue-collar,no,no,34,0,1,cellular,married,773,yes,21,111,unknown,2
primary,jul,-1,technician,no,no,32,2,3,unknown,single,0,yes,18,566,unknown,2
secondary,apr,-1,unemployed,no,no,49,2,1,cellular,married,1594,yes,10,297,unknown,1
tertiary,jul,-1,services,no,no,39,0,2,cellular,single,862,yes,29,487,failure,2
primary,nov,-1,blue-collar,no,no,45,0,2,cellular,single,916,no,17,63,unknown,1
secondary,apr,184,technician,no,no,48,0,3,cellular,married,3287,yes,20,8,unknown,1
secondary,may,457,services,no,no,46,0,4,cellular,single,138,yes,18,772,unknown,1
secondary,jul,-1,blue-collar,no,no,32,0,3,cellular,married,3094,yes,20,1059,unknown,1
secondary,jul,165,management,no,no,31,0,1,cellular,married,3644,yes,17,552,unknown,1
secondary,feb,-1,management,no,no,34,0,5,cellular,single,-1,yes,4,150,unknown,1
primary,may,-1,management,no,no,43,0,15,cellular,single,567,yes,26,52,unknown,1
secondary,may,-1,blue-collar,no,no,56,0,1,cellular,divorced,0,no,25,94,unknown,1
secondary,aug,-1,entrepreneur,no,no,42,0,2,cellular,single,117,yes,6,108,failure,1
secondary,may,-1,services,no,no,54,0,1,cellular,married,741,no,9,103,unknown,1
secondary,aug,-1,blue-collar,no,no,55,0,6,cellular,married,2220,no,19,135,unknown,1
secondary,jul,-1,technician,yes,no,34,0,2,cellular,married,911,yes,9,182,unknown,1
tertiary,nov,-1,management,no,no,37,0,2,cellular,single,243,no,19,103,unknown,1
secondary,may,-1,admin.,yes,no,57,0,4,cellular,single,638,yes,2,173,unknown,1
tertiary,may,-1,management,no,no,37,0,2,cellular,single,2287,no,19,246,success,1
secondary,jul,-1,retired,no,no,45,0,2,cellular,divorced,30,yes,30,14,unknown,1
secondary,may,-1,technician,no,no,54,0,2,cellular,married,0,yes,6,458,unknown,1
secondary,jun,-1,blue-collar,no,no,51,0,4,cellular,divorced,12956,no,17,151,unknown,1
primary,may,-1,management,no,no,32,0,1,unknown,married,573,yes,26,591,unknown,1
tertiary,may,-1,management,no,no,37,0,2,cellular,married,941,no,29,182,unknown,1
tertiary,may,-1,services,no,no,34,0,1,cellular,married,199,yes,19,251,unknown,2
secondary,may,-1,management,no,no,55,0,1,unknown,married,-339,yes,4,132,unknown,1
tertiary,may,-1,management,no,no,33,8,2,cellular,married,1399,yes,13,616,unknown,1
tertiary,jul,-1,entrepreneur,yes,no,42,0,3,cellular,married,1301,no,4,126,unknown,1
secondary,nov,-1,management,no,no,35,0,2,cellular,married,836,no,11,107,unknown,1
tertiary,apr,-1,self-employed,no,no,38,0,2,cellular,single,0,yes,13,742,failure,1
tertiary,jun,-1,retired,yes,no,49,0,1,unknown,married,17,yes,12,138,unknown,1
secondary,may,-1,blue-collar,no,no,39,0,2,telephone,divorced,-16,no,29,175,unknown,1
tertiary,feb,-1,technician,no,no,29,0,1,cellular,married,3,no,5,204,unknown,1
secondary,may,-1,blue-collar,no,no,41,0,3,unknown,divorced,606,yes,5,459,failure,1
tertiary,nov,92,housemaid,no,no,35,0,2,cellular,married,2101,no,19,130,failure,1
secondary,jun,-1,services,no,no,35,0,1,unknown,single,624,no,29,552,failure,1
secondary,may,-1,admin.,no,no,41,0,1,cellular,married,-666,yes,11,150,unknown,1
tertiary,aug,-1,technician,no,no,33,0,3,unknown,divorced,738,no,15,514,unknown,1
tertiary,jun,-1,services,no,no,31,0,2,unknown,single,49,yes,20,173,unknown,1
tertiary,jul,-1,admin.,yes,no,36,3,1,cellular,divorced,626,no,19,188,unknown,1
primary,nov,-1,retired,no,no,34,0,2,cellular,divorced,13,no,19,353,unknown,1
primary,may,-1,blue-collar,yes,no,39,0,1,cellular,married,1437,no,4,130,unknown,1
tertiary,nov,-1,retired,no,no,42,1,4,unknown,divorced,1674,no,28,77,unknown,2
primary,feb,-1,technician,no,no,41,0,2,unknown,married,1,yes,29,150,unknown,1
primary,may,-1,blue-collar,no,no,55,0,1,cellular,married,-231,no,28,881,unknown,1
tertiary,jul,-1,management,no,no,33,0,1,cellular,married,-37,yes,3,0,unknown,2
primary,aug,-1,retired,no,no,54,0,3,cellular,single,1516,no,7,185,unknown,1
secondary,may,-1,blue-collar,yes,no,29,0,2,cellular,married,-199,yes,19,260,unknown,1
tertiary,jun,-1,management,no,no,29,0,1,cellular,married,2187,yes,29,2,unknown,1
secondary,jul,-1,admin.,no,no,34,0,3,cellular,married,795,yes,20,483,unknown,1
secondary,may,-1,blue-collar,no,no,64,0,1,cellular,divorced,1394,yes,3,121,failure,1
tertiary,may,-1,management,no,no,54,4,1,unknown,single,13,yes,14,787,unknown,2
secondary,jul,-1,retired,no,no,38,0,1,cellular,married,459,yes,19,859,success,1
secondary,may,-1,management,no,no,58,0,4,cellular,single,309,yes,16,461,unknown,1
tertiary,nov,-1,technician,no,no,59,0,3,cellular,single,1423,yes,13,86,unknown,1
tertiary,apr,-1,management,no,no,46,0,2,cellular,single,-304,no,2,103,unknown,1
primary,feb,-1,management,yes,no,46,0,2,cellular,single,413,no,26,959,unknown,1
primary,apr,-1,admin.,no,no,33,0,2,telephone,married,3615,yes,11,77,unknown,1
tertiary,nov,-1,blue-collar,no,no,30,0,1,cellular,single,37,no,31,104,unknown,1
secondary,aug,-1,services,no,no,29,0,1,cellular,single,-15,yes,4,104,unknown,1
secondary,jul,-1,management,no,no,33,0,2,unknown,single,1388,yes,5,131,unknown,1
tertiary,jul,-1,housemaid,no,no,46,0,3,cellular,married,2,yes,26,335,unknown,1
secondary,nov,-1,management,no,no,48,0,1,unknown,married,-1036,no,14,195,unknown,1
tertiary,jun,-1,services,no,no,36,0,3,cellular,married,1,yes,11,462,unknown,1
tertiary,nov.,-1,admin. admin.,no,no,40,0,2,cellular,single,473,yes,17,184,unknown,1
tertiary,may,-1,housemaid,no,no,32,0,1,unknown,divorced,16,no,20,442,unknown,1
secondary,jan,-1,management,no,no,36,0,1,cellular,single,929,yes,5,124,unknown,1
primary,apr,-1,management,no,no,43,0,1,cellular,married,-1,yes,28,41,failure,1
secondary,jan,-1,blue-collar,no,no,28,0,2,unknown,married,1,yes,12,611,unknown,1
tertiary,aug,-1,blue-collar,no,no,47,0,2,cellular,married,634,no,18,746,unknown,1
secondary,nov,-1,management,no,no,25,0,1,cellular,single,967,no,6,127,failure,2
secondary,may,-1,management,no,no,45,0,1,unknown,married,2073,no,12,470,unknown,1
tertiary,apr,-1,management,no,no,46,0,5,cellular,single,0,no,29,110,unknown,1
unknown,jan,-1,management,no,no,43,0,2,cellular,divorced,409,yes,29,182,unknown,1
tertiary,jul,-1,management,yes,no,40,0,1,cellular,single,-297,yes,20,132,unknown,2
unknown,jul,91,retired,no,no,45,0,18,unknown,divorced,1636,yes,7,255,unknown,1
tertiary,may,-1,unknown,no,no,42,0,2,cellular,married,4813,yes,5,187,unknown,1
secondary,apr,-1,blue-collar,no,no,31,0,1,cellular,single,852,yes,12,179,unknown,1
primary,may,-1,management,no,no,49,0,3,cellular,single,19,yes,7,179,unknown,1
tertiary,jul,-1,management,no,no,27,0,2,unknown,divorced,5,no,19,614,unknown,1
secondary,apr,-1,technician,no,no,33,0,3,unknown,married,1258,yes,30,1029,unknown,1
secondary,apr,-1,blue-collar,no,no,39,0,2,cellular,single,0,no,4,192,unknown,2
secondary,may,-1,management,no,no,48,0,3,unknown,single,589,yes,14,616,unknown,1
tertiary,aug,273,management,no,no,51,1,1,unknown,married,672,yes,16,94,unknown,1
primary,jul,-1,management,no,no,56,0,2,unknown,married,794,no,29,104,unknown,1
primary,jul,-1,services,no,no,34,0,1,cellular,married,687,yes,15,150,unknown,2
secondary,may,-1,blue-collar,no,no,37,0,3,unknown,married,916,yes,30,195,unknown,1
secondary,jul,-1,technician,no,no,45,0,4,unknown,divorced,393,yes,19,124,unknown,1
tertiary,jul,-1,blue-collar,no,no,42,0,1,cellular,single,903,no,17,123,unknown,2
secondary,apr,-1,services,no,no,35,0,2,cellular,single,7529,no,16,976,unknown,1
secondary,may,-1,management,no,no,46,0,2,cellular,married,705,yes,26,714,unknown,1
tertiary,aug,-1,management,no,no,45,0,1,cellular,single,1649,yes,5,246,unknown,1
secondary,feb,-1,technician,no,no,29,0,5,cellular,married,1039,yes,30,288,unknown,1
secondary,jul,-1,admin.,yes,no,51,0,1,cellular,married,82,yes,26,113,unknown,1
tertiary,may,-1,technician,no,no,41,0,1,cellular,divorced,508,no,6,104,unknown,1
secondary,may,-1,admin.,no,no,42,0,2,unknown,married,318,no,13,216,unknown,1
secondary,may,555,management,no,no,45,0,3,unknown,divorced,7,yes,12,215,unknown,1
primary,may,-1,blue-collar,no,no,32,0,3,cellular,married,0,no,9,59,failure,1
tertiary,nov,-1,services,no,no,53,0,1,cellular,single,523,yes,8,111,unknown,1
secondary,apr,-1,blue-collar,no,no,41,0,2,cellular,married,1380,yes,18,104,unknown,1
secondary,jun,-1,services,no,no,46,0,2,unknown,married,528,no,4,217,unknown,1
secondary,apr,-1,unknown,no,no,29,2,1,cellular,married,1306,no,28,138,unknown,1
secondary,may,-1,management,yes,no,34,0,1,unknown,married,958,yes,13,88,unknown,1
primary,aug,-1,management,no,no,48,0,2,unknown,married,11528,no,16,599,unknown,1
secondary,may,-1,admin.service,no,no,44,1,3,unknown,divorced,2732,no,19,246,unknown,1
tertiary,may,-1,technician,no,no,37,0,3,cellular,married,532,no,19,356,unknown,1
secondary,apr,-1,management,no,no,25,0,1,cellular,divorced,-11,yes,20,105,unknown,1
tertiary,may,-1,admin.,no,no,26,0,2,unknown,single,9,no,29,456,unknown,2
tertiary,jul,-1,technician,no,no,40,0,2,telephone,married,2349,yes,19,87,unknown,1
primary,may,-1,admin.,no,no,58,30,1,unknown,divorced,1374,yes,20,107,unknown,1
secondary,jul,-1,management,no,no,35,0,2,cellular,married,627,yes,20,76,unknown,1
secondary,nov,-1,blue-collar,no,no,40,0,1,unknown,married,5057,yes,20,9,unknown,1
secondary,jun,-1,management,no,no,34,0,6,cellular,married,20727,yes,7,182,unknown,2
secondary,jan,-1,technician,no,no,47,0,4,cellular,divorced,1401,no,22,171,unknown,1
tertiary,jun,-1,management,no,no,34,0,2,cellular,single,488,no,26,1394,unknown,1
tertiary,feb,-1,admin.,yes,no,48,0,6,cellular,married,-1,yes,5,258,unknown,1
secondary,jun,-1,admin.,no,no,41,0,3,cellular,divorced,896,no,17,111,unknown,1
secondary,feb,-1,admin.,no,no,26,0,3,unknown,married,927,yes,11,111,unknown,1
secondary,jun,-1,blue-collar,no,no,35,0,3,cellular,married,2542,yes,21,116,unknown,1
secondary,jun,356,management,no,no,53,0,1,cellular,married,0,no,14,100,success,2
primary,jul,-1,technician,no,no,42,0,2,cellular,divorced,577,no,7,185,success,1
tertiary,jan,-1,admin.,no,no,37,0,3,unknown,single,1059,no,12,686,unknown,1
primary,may,95,technician,no,no,33,0,3,cellular,married,638,yes,18,959,failure,1
secondary,aug,-1,management,no,no,34,1,2,unknown,divorced,1286,no,27,859,unknown,1
tertiary,jul,-1,management,yes,no,57,0,1,cellular,married,-396,yes,28,1031,unknown,1
secondary,nov,113,management,yes,no,31,1,2,cellular,divorced,12,yes,18,132,unknown,1
tertiary,may,-1,management,no,no,36,0,1,unknown,married,0,yes,19,314,unknown,1
tertiary,may,-1,management,no,no,60,0,1,unknown,single,473,no,9,561,unknown,1
secondary,aug,-1,blue-collar,yes,no,38,0,2,cellular,single,0,yes,16,127,unknown,1
tertiary,may,-1,management,no,no,52,0,2,cellular,single,1403,no,29,1387,unknown,1
tertiary,aug,-1,self-employed,no,no,35,0,4,cellular,single,-104,yes,13,171,other,2
tertiary,may,-1,management,no,no,54,0,2,unknown,single,3288,yes,30,923,unknown,1
secondary,jun,-1,services,no,no,80,0,6,unknown,divorced,0,no,29,324,unknown,1
secondary,jun,-1,management,no,no,33,5,3,cellular,single,1887,no,19,11,failure,1
tertiary,nov,87,management,no,no,34,0,1,cellular,single,1716,no,20,172,unknown,1
